ERR1465792	ERR1367652	0
ERR1555056	ERR1555049	2.01930852931508
ERR1555059	ERR1555058	2.02044216479032
ERR1555062	ERR1555058	11.1257514855579
ERR1555062	ERR1555059	13.1403024507765
ERR1633956	ERR1633881	21.2682487283877
ERR1633964	ERR1633881	24.286896796768
ERR1633964	ERR1633956	5.06344341520446
ERR1664619	ERR1227527	24.8641857725406
ERR1664619	ERR1227529	23.8066823515861
ERR1664619	ERR1227530	22.7873373997348
ERR1664621	ERR1227528	9.26904051256643
ERR1664622	ERR1664621	32.5434199553907
ERR1664623	ERR1227527	17.5007177748205
ERR1664623	ERR1227529	20.5632773699639
ERR1664623	ERR1227530	18.5303928941408
ERR1664623	ERR1664619	16.3152247776127
ERR1664624	ERR1227527	19.5802037826616
ERR1664624	ERR1227529	22.6490625780336
ERR1664624	ERR1227530	20.6084418074631
ERR1664624	ERR1664619	17.3297420142353
ERR1664624	ERR1664623	0
ERR1664625	ERR1227527	18.5701723014099
ERR1664625	ERR1227529	21.6430481410086
ERR1664625	ERR1227530	19.5992521563757
ERR1664625	ERR1664619	17.3361034861093
ERR1664625	ERR1664623	0
ERR1664625	ERR1664624	0
ERR1664626	ERR1227527	18.6136887100241
ERR1664626	ERR1227529	21.6957140247689
ERR1664626	ERR1227530	18.6111723259949
ERR1664626	ERR1664619	16.319891747719
ERR1664626	ERR1664623	0
ERR1664626	ERR1664624	0
ERR1664626	ERR1664625	0
ERR1664627	ERR1227527	19.681156938423
ERR1664627	ERR1227529	23.8113936562135
ERR1664627	ERR1227530	19.6722598998468
ERR1664627	ERR1664619	16.3484859028277
ERR1664627	ERR1664623	0
ERR1664627	ERR1664624	0
ERR1664627	ERR1664625	0
ERR1664627	ERR1664626	0
ERR1664628	ERR1227527	19.5533318828484
ERR1664628	ERR1227529	20.565434508288
ERR1664628	ERR1227530	19.5500600577496
ERR1664628	ERR1664619	16.3242393925589
ERR1664628	ERR1664623	0
ERR1664628	ERR1664624	0
ERR1664628	ERR1664625	0
ERR1664628	ERR1664626	0
ERR1664628	ERR1664627	1.02017115750378
ERR1664629	ERR1227527	20.6410526566802
ERR1664629	ERR1227529	22.6897438597421
ERR1664629	ERR1227530	20.6332680571691
ERR1664629	ERR1664619	13.2707681714776
ERR1664629	ERR1664623	15.260130730084
ERR1664629	ERR1664624	15.2554241574654
ERR1664629	ERR1664625	15.2588883073768
ERR1664629	ERR1664626	15.2807697225169
ERR1664629	ERR1664627	15.2935726604525
ERR1664629	ERR1664628	15.2603102450275
ERR1664630	ERR1227527	17.3503091179502
ERR1664630	ERR1227529	18.3726134591694
ERR1664630	ERR1227530	16.3195431849258
ERR1664630	ERR1664619	13.3610096482444
ERR1664630	ERR1664623	15.3304286758488
ERR1664630	ERR1664624	16.3599148739526
ERR1664630	ERR1664625	16.3759292476624
ERR1664630	ERR1664626	15.3858822438482
ERR1664630	ERR1664627	15.3957839462506
ERR1664630	ERR1664628	15.3159498242274
ERR1664630	ERR1664629	0
ERR1664631	ERR1227527	20.4037496053655
ERR1664631	ERR1227529	21.4202169285274
ERR1664631	ERR1227530	19.3714489359536
ERR1664631	ERR1664619	14.3857926061717
ERR1664631	ERR1664623	15.3262734889087
ERR1664631	ERR1664624	17.3776301056637
ERR1664631	ERR1664625	16.3707660373475
ERR1664631	ERR1664626	16.4133099431811
ERR1664631	ERR1664627	16.4245906607103
ERR1664631	ERR1664628	15.3129397471718
ERR1664631	ERR1664629	1.02318004789642
ERR1664631	ERR1664630	1.01294849217915
ERR1664632	ERR1227527	20.4051003978368
ERR1664632	ERR1227529	22.4441386379714
ERR1664632	ERR1227530	19.3720583158267
ERR1664632	ERR1664619	13.3627023617119
ERR1664632	ERR1664623	15.3315780615066
ERR1664632	ERR1664624	16.3621373637397
ERR1664632	ERR1664625	16.3755873663837
ERR1664632	ERR1664626	15.3865075399443
ERR1664632	ERR1664627	15.4008194070555
ERR1664632	ERR1664628	16.3344777573078
ERR1664632	ERR1664629	0
ERR1664632	ERR1664630	0
ERR1664632	ERR1664631	0
ERR1664633	ERR1227527	21.4295074011162
ERR1664633	ERR1227529	22.4501283647919
ERR1664633	ERR1227530	20.3966778315889
ERR1664633	ERR1664619	14.3941349094099
ERR1664633	ERR1664623	15.334717802884
ERR1664633	ERR1664624	17.3879021459541
ERR1664633	ERR1664625	16.3809593371114
ERR1664633	ERR1664626	16.4174584336084
ERR1664633	ERR1664627	16.4273135496286
ERR1664633	ERR1664628	15.3177189572615
ERR1664633	ERR1664629	1.02354446820213
ERR1664633	ERR1664630	1.01322669851274
ERR1664633	ERR1664631	0
ERR1664633	ERR1664632	0
ERR1664634	ERR1227527	20.4175852122075
ERR1664634	ERR1227529	21.439329232174
ERR1664634	ERR1227530	19.3839898436926
ERR1664634	ERR1664619	13.3571105800055
ERR1664634	ERR1664623	15.324983076265
ERR1664634	ERR1664624	16.3529552526855
ERR1664634	ERR1664625	16.3678220904143
ERR1664634	ERR1664626	15.3811766428345
ERR1664634	ERR1664627	15.3918155327134
ERR1664634	ERR1664628	15.306152778793
ERR1664634	ERR1664629	0
ERR1664634	ERR1664630	0
ERR1664634	ERR1664631	0
ERR1664634	ERR1664632	0
ERR1664634	ERR1664633	0
ERR1664635	ERR1227528	21.5353609806629
ERR1664635	ERR1664621	10.1714872838477
ERR1664635	ERR1664622	38.7289300738879
ERR1664636	ERR1227528	19.3850590536848
ERR1664636	ERR1664621	9.19445974655812
ERR1664636	ERR1664622	37.8873030841967
ERR1664636	ERR1664635	0
ERR1664637	ERR1227528	20.4037712576854
ERR1664637	ERR1664621	10.2138753673295
ERR1664637	ERR1664622	38.909170839501
ERR1664637	ERR1664635	0
ERR1664637	ERR1664636	0
ERR1664638	ERR1227528	19.3943155409064
ERR1664638	ERR1664621	9.1862959604393
ERR1664638	ERR1664622	37.850313187455
ERR1664638	ERR1664635	0
ERR1664638	ERR1664636	0
ERR1664638	ERR1664637	0
ERR1664639	ERR1227528	20.3969926464634
ERR1664639	ERR1664621	9.19170854314081
ERR1664639	ERR1664622	37.8781981941642
ERR1664639	ERR1664635	0
ERR1664639	ERR1664636	0
ERR1664639	ERR1664637	0
ERR1664639	ERR1664638	0
ERR1664640	ERR1227528	20.4072028894909
ERR1664640	ERR1664621	10.2167122232121
ERR1664640	ERR1664622	38.9068945006587
ERR1664640	ERR1664635	0
ERR1664640	ERR1664636	0
ERR1664640	ERR1664637	0
ERR1664640	ERR1664638	0
ERR1664640	ERR1664639	0
ERR1664641	ERR1227527	21.4252299846737
ERR1664641	ERR1227529	20.402323890074
ERR1664641	ERR1227530	20.3930042177577
ERR1664641	ERR1664619	7.1921116903196
ERR1664641	ERR1664623	13.2810058841494
ERR1664641	ERR1664624	14.3080316865258
ERR1664641	ERR1664625	14.3258746669586
ERR1664641	ERR1664626	13.3328569738612
ERR1664641	ERR1664627	13.3440267722034
ERR1664641	ERR1664628	13.2692800001942
ERR1664641	ERR1664629	10.2302853316007
ERR1664641	ERR1664630	10.1340623878835
ERR1664641	ERR1664631	10.1310362743997
ERR1664641	ERR1664632	10.1307425357549
ERR1664641	ERR1664633	10.1326527611243
ERR1664641	ERR1664634	10.1315198166939
ERR1664642	ERR1227528	15.3444122085318
ERR1664642	ERR1664621	5.09989545216937
ERR1664642	ERR1664622	33.7283291682151
ERR1664642	ERR1664635	9.14092559594913
ERR1664642	ERR1664636	8.11853567152698
ERR1664642	ERR1664637	9.13437526753312
ERR1664642	ERR1664638	8.11425788782295
ERR1664642	ERR1664639	8.11804128447021
ERR1664642	ERR1664640	9.13269563858686
ERR1664644	ERR1227527	18.5446364967332
ERR1664644	ERR1227529	18.5265450945999
ERR1664644	ERR1227530	17.5125793765426
ERR1664644	ERR1664619	0
ERR1664644	ERR1664623	16.2631553511352
ERR1664644	ERR1664624	17.2943782715924
ERR1664644	ERR1664625	17.304462446854
ERR1664644	ERR1664626	16.3186946421058
ERR1664644	ERR1664627	17.3718733504461
ERR1664644	ERR1664628	17.2935780597097
ERR1664644	ERR1664629	13.2467330577205
ERR1664644	ERR1664630	14.3146608657761
ERR1664644	ERR1664631	14.3123130582731
ERR1664644	ERR1664632	13.2931929446134
ERR1664644	ERR1664633	15.341151914812
ERR1664644	ERR1664634	13.2879076744046
ERR1664644	ERR1664641	8.17808904354961
ERR1664645	ERR1664620	1.01807350993122
ERR1664646	ERR1227528	17.5109384102431
ERR1664646	ERR1664621	0
ERR1664646	ERR1664622	33.5650283860818
ERR1664646	ERR1664635	10.1717468630242
ERR1664646	ERR1664636	9.19469532994532
ERR1664646	ERR1664637	10.2146711557078
ERR1664646	ERR1664638	9.18767100390804
ERR1664646	ERR1664639	9.19324930700141
ERR1664646	ERR1664640	10.2166337542429
ERR1664646	ERR1664642	5.10017265823905
ERR1664647	ERR1664621	33.536234543093
ERR1664647	ERR1664622	0
ERR1664647	ERR1664635	39.729091433981
ERR1664647	ERR1664636	38.8670594150866
ERR1664647	ERR1664637	39.8780095235619
ERR1664647	ERR1664638	38.8358671084303
ERR1664647	ERR1664639	38.8553507647143
ERR1664647	ERR1664640	39.8883528210613
ERR1664647	ERR1664642	34.7162190091185
ERR1664647	ERR1664646	34.5669060242368
ERR1664648	ERR1227527	21.6184161698127
ERR1664648	ERR1227529	22.6221411090208
ERR1664648	ERR1227530	22.6465603529207
ERR1664648	ERR1664619	17.3462965114349
ERR1664648	ERR1664623	0
ERR1664648	ERR1664624	0
ERR1664648	ERR1664625	0
ERR1664648	ERR1664626	0
ERR1664648	ERR1664627	0
ERR1664648	ERR1664628	0
ERR1664648	ERR1664629	15.2595249919038
ERR1664648	ERR1664630	16.3423065693998
ERR1664648	ERR1664631	17.3633427655837
ERR1664648	ERR1664632	16.3451033651318
ERR1664648	ERR1664633	17.3695714116716
ERR1664648	ERR1664634	16.3365984840886
ERR1664648	ERR1664641	14.2996373729251
ERR1664648	ERR1664644	17.2829953033646
ERR1664649	ERR1227527	21.6374231759828
ERR1664649	ERR1227529	23.6741207569418
ERR1664649	ERR1227530	19.5740847378311
ERR1664649	ERR1664619	14.2782494878021
ERR1664649	ERR1664623	17.2654004817073
ERR1664649	ERR1664624	17.2666159374709
ERR1664649	ERR1664625	17.2723869304407
ERR1664649	ERR1664626	15.2680737801563
ERR1664649	ERR1664627	16.3158101648198
ERR1664649	ERR1664628	15.2398116517807
ERR1664649	ERR1664629	1.01712206392666
ERR1664649	ERR1664630	1.02202789042215
ERR1664649	ERR1664631	2.04388452668237
ERR1664649	ERR1664632	1.02203496493808
ERR1664649	ERR1664633	1.02238078530547
ERR1664649	ERR1664634	1.021753658855
ERR1664649	ERR1664641	10.2187486027655
ERR1664649	ERR1664644	13.2218001360023
ERR1664649	ERR1664648	16.2502373994952
ERR1664650	ERR1227528	19.5922158727625
ERR1664650	ERR1664621	9.13619388716138
ERR1664650	ERR1664622	37.6142441883786
ERR1664650	ERR1664635	0
ERR1664650	ERR1664636	0
ERR1664650	ERR1664637	0
ERR1664650	ERR1664638	0
ERR1664650	ERR1664639	0
ERR1664650	ERR1664640	0
ERR1664650	ERR1664642	8.16412077305618
ERR1664650	ERR1664646	9.1395404413729
ERR1664650	ERR1664647	38.6341904763755
ERR1664651	ERR1227527	21.7002735803227
ERR1664651	ERR1227529	20.6460895056381
ERR1664651	ERR1227530	19.6310353624635
ERR1664651	ERR1664619	7.13588923191153
ERR1664651	ERR1664623	13.2181193521098
ERR1664651	ERR1664624	14.2330902470797
ERR1664651	ERR1664625	14.2317902120268
ERR1664651	ERR1664626	13.2326930166421
ERR1664651	ERR1664627	14.2742290474368
ERR1664651	ERR1664628	13.227966251455
ERR1664651	ERR1664629	10.1822221442047
ERR1664651	ERR1664630	10.2530409044999
ERR1664651	ERR1664631	11.2764782272339
ERR1664651	ERR1664632	11.2803628962061
ERR1664651	ERR1664633	11.2828306304676
ERR1664651	ERR1664634	10.2492540275684
ERR1664651	ERR1664641	0
ERR1664651	ERR1664644	7.13282847983806
ERR1664651	ERR1664648	14.2422569272953
ERR1664651	ERR1664649	11.1877909832136
ERR1664652	ERR1227528	16.5016736357891
ERR1664652	ERR1664621	5.07631875852067
ERR1664652	ERR1664622	33.5480880184043
ERR1664652	ERR1664635	9.15866745218559
ERR1664652	ERR1664636	8.18056898683811
ERR1664652	ERR1664637	9.20261947352173
ERR1664652	ERR1664638	8.17393618043288
ERR1664652	ERR1664639	8.17921500888
ERR1664652	ERR1664640	9.20367271200774
ERR1664652	ERR1664642	0
ERR1664652	ERR1664646	5.07767807175724
ERR1664652	ERR1664647	34.5729725028684
ERR1664652	ERR1664650	8.12193124372716
ERR1664653	ERR1664643	2.03606665518384
ERR1664654	ERR1227527	24.7330356368744
ERR1664654	ERR1227529	24.7113261026101
ERR1664654	ERR1227530	22.6687239978226
ERR1664654	ERR1664619	1.02059298459603
ERR1664654	ERR1664623	17.2855358524231
ERR1664654	ERR1664624	17.2920830622359
ERR1664654	ERR1664625	17.299130135116
ERR1664654	ERR1664626	16.3176212366168
ERR1664654	ERR1664627	16.3488557206631
ERR1664654	ERR1664628	17.2873521276456
ERR1664654	ERR1664629	14.2558379651308
ERR1664654	ERR1664630	13.2933277914204
ERR1664654	ERR1664631	13.2917458893544
ERR1664654	ERR1664632	13.2949975305844
ERR1664654	ERR1664633	14.3212519671441
ERR1664654	ERR1664634	13.2896153467327
ERR1664654	ERR1664641	7.15739818764726
ERR1664654	ERR1664644	0
ERR1664654	ERR1664648	17.2813075308445
ERR1664654	ERR1664649	15.2543138224691
ERR1664654	ERR1664651	7.13312475658328
ERR1664655	ERR1664620	0
ERR1664655	ERR1664645	1.01792573192126
ERR1664657	ERR1664621	33.5286596814348
ERR1664657	ERR1664622	0
ERR1664657	ERR1664635	39.7187081270362
ERR1664657	ERR1664636	38.86822648964
ERR1664657	ERR1664637	39.8852676657656
ERR1664657	ERR1664638	38.8356010114349
ERR1664657	ERR1664639	39.8796247253276
ERR1664657	ERR1664640	39.8945592198595
ERR1664657	ERR1664642	35.7421256213927
ERR1664657	ERR1664646	33.5424154496023
ERR1664657	ERR1664647	0
ERR1664657	ERR1664650	38.6199370009673
ERR1664657	ERR1664652	34.5491550071545
ERR1664658	ERR1227527	18.5633641812851
ERR1664658	ERR1227529	21.6332403144141
ERR1664658	ERR1227530	18.5615033886064
ERR1664658	ERR1664619	17.3313148871269
ERR1664658	ERR1664623	0
ERR1664658	ERR1664624	0
ERR1664658	ERR1664625	0
ERR1664658	ERR1664626	0
ERR1664658	ERR1664627	0
ERR1664658	ERR1664628	0
ERR1664658	ERR1664629	15.263581653065
ERR1664658	ERR1664630	16.3798751648189
ERR1664658	ERR1664631	16.3745150111765
ERR1664658	ERR1664632	16.3800227740707
ERR1664658	ERR1664633	16.3830351135643
ERR1664658	ERR1664634	16.37142027593
ERR1664658	ERR1664641	14.3271864513652
ERR1664658	ERR1664644	17.3024557663082
ERR1664658	ERR1664648	0
ERR1664658	ERR1664649	17.2702691013037
ERR1664658	ERR1664651	14.2318818927813
ERR1664658	ERR1664654	17.3028976630792
ERR1664659	ERR1227527	16.5246848981248
ERR1664659	ERR1227529	17.5469205177436
ERR1664659	ERR1227530	14.4544571131155
ERR1664659	ERR1664619	13.2679906315213
ERR1664659	ERR1664623	15.2636329825221
ERR1664659	ERR1664624	15.2583521740751
ERR1664659	ERR1664625	15.2620361846962
ERR1664659	ERR1664626	15.2841704104619
ERR1664659	ERR1664627	16.3154225639014
ERR1664659	ERR1664628	15.2675739170784
ERR1664659	ERR1664629	0
ERR1664659	ERR1664630	0
ERR1664659	ERR1664631	1.02378707066454
ERR1664659	ERR1664632	1.02397683552958
ERR1664659	ERR1664633	1.024220694067
ERR1664659	ERR1664634	0
ERR1664659	ERR1664641	10.2389764695705
ERR1664659	ERR1664644	13.2494582739271
ERR1664659	ERR1664648	15.2670050365905
ERR1664659	ERR1664649	1.01738957200445
ERR1664659	ERR1664651	10.1794834468059
ERR1664659	ERR1664654	14.2661275436292
ERR1664659	ERR1664658	15.265450055092
ERR1664660	ERR1227528	21.3956309311692
ERR1664660	ERR1664621	12.2916557795583
ERR1664660	ERR1664635	1.01909248596094
ERR1664660	ERR1664636	0
ERR1664660	ERR1664637	0
ERR1664660	ERR1664638	0
ERR1664660	ERR1664639	1.01390025358277
ERR1664660	ERR1664640	0
ERR1664660	ERR1664642	10.1611508688948
ERR1664660	ERR1664646	12.2915035901369
ERR1664660	ERR1664650	0
ERR1664660	ERR1664652	10.2551137115216
ERR1664661	ERR1227527	21.5755284385657
ERR1664661	ERR1227529	21.5624761694953
ERR1664661	ERR1227530	20.5424943836018
ERR1664661	ERR1664619	7.15692845071194
ERR1664661	ERR1664623	13.2197567610546
ERR1664661	ERR1664624	14.2445964994928
ERR1664661	ERR1664625	14.2590495053841
ERR1664661	ERR1664626	13.2661671341554
ERR1664661	ERR1664627	13.2805479109301
ERR1664661	ERR1664628	14.2291722159428
ERR1664661	ERR1664629	10.1848539144955
ERR1664661	ERR1664630	10.1880031881058
ERR1664661	ERR1664631	11.2066892516557
ERR1664661	ERR1664632	10.1900326390919
ERR1664661	ERR1664633	11.2119324597517
ERR1664661	ERR1664634	10.1891205827423
ERR1664661	ERR1664641	0
ERR1664661	ERR1664644	8.1451703806363
ERR1664661	ERR1664648	14.2331154430185
ERR1664661	ERR1664649	11.1926073992119
ERR1664661	ERR1664651	1.01992591260495
ERR1664661	ERR1664654	7.12573575323041
ERR1664661	ERR1664658	14.2573445780741
ERR1664661	ERR1664659	11.2098693803633
ERR1664662	ERR1227528	15.4088509496626
ERR1664662	ERR1664621	5.07507064952479
ERR1664662	ERR1664622	33.5863693757955
ERR1664662	ERR1664635	9.14282201812194
ERR1664662	ERR1664636	8.15653476911606
ERR1664662	ERR1664637	9.17197386939934
ERR1664662	ERR1664638	8.14777753899062
ERR1664662	ERR1664639	8.15511017090848
ERR1664662	ERR1664640	9.17384920167389
ERR1664662	ERR1664642	0
ERR1664662	ERR1664646	5.07762478581354
ERR1664662	ERR1664647	34.5568711342468
ERR1664662	ERR1664650	8.12620471411612
ERR1664662	ERR1664652	0
ERR1664662	ERR1664657	34.5628484742239
ERR1664662	ERR1664660	10.2203271385207
ERR1664663	ERR1664643	1.01836775084559
ERR1664663	ERR1664653	2.03606510190102
ERR1665403	ERR1665402	5.08301481511652
ERR1665405	ERR1665404	0
ERR1679609	ERR1679605	0
ERR1679610	ERR1679605	0
ERR1679610	ERR1679609	0
ERR1679616	ERR1679614	0
ERR1679618	ERR1679615	0
ERR1815553	ERR1227528	30.6153052614545
ERR1815553	ERR1664621	28.7089806439062
ERR1815553	ERR1664622	20.5084536669461
ERR1815553	ERR1664635	38.8332981792104
ERR1815553	ERR1664636	37.7710403303339
ERR1815553	ERR1664637	38.7894655481359
ERR1815553	ERR1664638	37.7583245351818
ERR1815553	ERR1664639	38.7780505447291
ERR1815553	ERR1664640	38.7850106284004
ERR1815553	ERR1664642	33.7062373821221
ERR1815553	ERR1664646	35.8864231942873
ERR1815553	ERR1664647	20.4862244424503
ERR1815553	ERR1664650	37.9671437323577
ERR1815553	ERR1664652	34.8935866978747
ERR1815553	ERR1664657	22.5342895089935
ERR1815553	ERR1664660	39.8624207333217
ERR1815553	ERR1664662	33.7726793967977
ERR1815554	ERR1227527	8.12407887600353
ERR1815554	ERR1227529	11.1681762049881
ERR1815554	ERR1227530	9.14055841809269
ERR1815554	ERR1664619	14.447025309414
ERR1815554	ERR1664623	15.3892595216486
ERR1815554	ERR1664624	17.4567229101215
ERR1815554	ERR1664625	16.444839384601
ERR1815554	ERR1664626	16.4797275433364
ERR1815554	ERR1664627	17.5363759691866
ERR1815554	ERR1664628	16.4083105636896
ERR1815554	ERR1664629	13.3651970458473
ERR1815554	ERR1664630	9.16927750564275
ERR1815554	ERR1664631	12.2189495396403
ERR1815554	ERR1664632	12.2195654313554
ERR1815554	ERR1664633	13.2388153436035
ERR1815554	ERR1664634	12.2242593305025
ERR1815554	ERR1664641	11.2031589248588
ERR1815554	ERR1664644	9.23980315852848
ERR1815554	ERR1664648	17.4395793465603
ERR1815554	ERR1664649	13.3467091951309
ERR1815554	ERR1664651	11.3245739207871
ERR1815554	ERR1664654	14.3785120143491
ERR1815554	ERR1664658	16.439039774486
ERR1815554	ERR1664659	8.2314518074155
ERR1815554	ERR1664661	12.2891446302997
ERR1815555	ERR1227528	17.3184695966621
ERR1815555	ERR1664621	12.3088981887452
ERR1815555	ERR1664635	8.17895204359607
ERR1815555	ERR1664636	7.13986425178809
ERR1815555	ERR1664637	8.16015216908534
ERR1815555	ERR1664638	7.13935774374786
ERR1815555	ERR1664639	8.15522545927604
ERR1815555	ERR1664640	8.16191698552432
ERR1815555	ERR1664642	15.3302020010614
ERR1815555	ERR1664646	18.4652877255921
ERR1815555	ERR1664650	7.18684936367105
ERR1815555	ERR1664652	16.4317072245823
ERR1815555	ERR1664660	9.18314118943678
ERR1815555	ERR1664662	15.3497163019605
ERR1815555	ERR1815553	34.6462283779378
ERR1815556	ERR1227528	33.6118717198199
ERR1815556	ERR1664621	31.8233254265627
ERR1815556	ERR1664622	31.8374209698767
ERR1815556	ERR1664642	36.806670580918
ERR1815556	ERR1664646	39.0128150007392
ERR1815556	ERR1664647	32.8247059037525
ERR1815556	ERR1664652	38.0269761427618
ERR1815556	ERR1664657	34.8705941755993
ERR1815556	ERR1664662	36.87309665316
ERR1815556	ERR1815553	15.2050489057358
ERR1873389	ERR1633796	39.8990352128583
ERR1873390	ERR1633881	25.620071981696
ERR1873390	ERR1633956	14.3696951734104
ERR1873390	ERR1633964	14.3415042043369
ERR1873395	ERR1452609	39.8590002187173
ERR1873395	ERR1633796	11.2766273044847
ERR1873395	ERR1873389	33.4596249380747
ERR1873397	ERR1633796	20.6803365049206
ERR1873397	ERR1873395	14.2933262635617
ERR1873399	ERR1633881	23.8423604857265
ERR1873399	ERR1633956	16.6014037330988
ERR1873399	ERR1633964	15.5465591427859
ERR1873399	ERR1873390	14.3178654591078
ERR1873402	ERR1633796	37.9522680404003
ERR1873402	ERR1873389	37.5263329199218
ERR1873402	ERR1873395	33.4086198837316
ERR1873403	ERR1633881	23.2623971307679
ERR1873403	ERR1633956	10.5769455620047
ERR1873403	ERR1633964	9.51364958945345
ERR1873403	ERR1873390	3.14780394157553
ERR1873403	ERR1873399	13.5081132800456
ERR1873407	ERR1873395	36.5986037890391
ERR1873407	ERR1873402	6.08541633071204
ERR1873408	ERR1452609	36.9606092497156
ERR1873408	ERR1633796	34.9039899978673
ERR1873408	ERR1873389	34.6876274495183
ERR1873408	ERR1873395	29.2248015775567
ERR1873408	ERR1873402	17.3525464973734
ERR1873408	ERR1873407	14.2038096730807
ERR1873409	ERR1873389	8.10362562606043
ERR1873409	ERR1873395	39.5046616611999
ERR1873409	ERR1873408	33.6090026958979
ERR1873412	ERR1633881	22.7235751626574
ERR1873412	ERR1633956	12.3966784057061
ERR1873412	ERR1633964	11.3568331276897
ERR1873412	ERR1873390	8.22157183599046
ERR1873412	ERR1873399	11.2736644505054
ERR1873412	ERR1873403	7.28569606409516
ERR1873413	ERR1633881	25.8254036205144
ERR1873413	ERR1633956	14.459570375956
ERR1873413	ERR1633964	13.4253146147253
ERR1873413	ERR1873390	10.3007906183164
ERR1873413	ERR1873399	14.3841567710874
ERR1873413	ERR1873403	8.33762566208726
ERR1873413	ERR1873412	10.235183199937
ERR1873414	ERR1633881	29.6975109611982
ERR1873414	ERR1633956	17.4329583329377
ERR1873414	ERR1633964	17.4011135028803
ERR1873414	ERR1873390	13.2158311336946
ERR1873414	ERR1873399	20.543034308939
ERR1873414	ERR1873403	10.539024828573
ERR1873414	ERR1873412	13.420822378108
ERR1873414	ERR1873413	16.5533137331762
